event_ilk,event_symb,blockNumber,transactionIndex,address,transactionHash,logIndex,event_id,event_top,event_tab,event_lot,event_usr,event_kpr,event_coin,timestamp,from
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051937,78,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x763c5c10ba2ea722884b548586f1a5c442fca432c544e3a5a60dd981ec7a6631,148,3.24e-16,3105564000000,137461247628477078845878431137039.918359346203609872,65.82628005820963,0xd67bC74B24A6Dc68d843942d9f8D38f0F9952083,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,437461247628477078845878431137.039918359346203609,1642808825,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051939,52,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x2d5883e2d65fe40139bb1a67333064aa05fe951e7f7c866d2832c0674b7c479e,116,3.25e-16,3105564000000,85809742466482069995573389894108.743797927933149835,41.8,0x3cE620787A455e3A64D284a04238544116eF0997,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,385809742466482069995573389894.108743797927933149,1642808843,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051945,111,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x3ed5bdaea0f1c4ea4fc929e871b7f90e4898a088aec58224c295ead2623dc585,169,3.26e-16,3105564000000,62355322189309565232604412363263.081598059570462131,29.43,0x10Dd8c1068d5d4Cf1Cb4F7656d31E22DA81d13ce,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,362355322189309565232604412363.263081598059570462,1642808933,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051946,167,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xc4e754515dfafcf8a65502ac55b39e205f15536980800104c55d0986e4076257,403,3.27e-16,3105564000000,51119187961682842100304681162602.54882749313496862,25,0x2f06d8FA4351A98F97D24378d24BA4665Cf14637,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,351119187961682842100304681162.602548827493134968,1642808958,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051958,142,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x62398f21cbc3feb15afff0ce087cfcda2335c32682ad84f1e01cee2423d57663,156,3.28e-16,3105564000000,44210017527859640795572179591043.726596574540691754,21.4,0x12577a84D8A0aDBd4dA02510AA42B470295667fe,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,344210017527859640795572179591.043726596574540691,1642809235,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051961,141,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xa6c5487f315bb9666faf8c53a798cec54c59a262b21ffb56ccece700e025c611,218,3.29e-16,3105564000000,27776522138002151105288641047671.292815336470221948,13.563795775968895,0x285e5a6dD10c6c1E54E69b93d3b65ecA91cf89DF,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,327776522138002151105288641047.671292815336470221,1642809295,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051980,123,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xffdefc4068f6e3bb2e550074169b7f3887d68de408ddcb4692903c0a423bbeb9,268,3.3e-16,3105564000000,23920300295320473178307042060106.531468468534905523,11.822172342667608,0x3c53A3c04018a3DA9C912B633294418dfD724804,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,323920300295320473178307042060.106531468468534905,1642809536,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051981,129,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x47ddf4f2d05c2df8ce954ee531053074923431c079012c3336b3b14ec1096639,168,3.31e-16,3105564000000,20211159966542600310697065953854.944180173305976331,10,0x6705b5c9Aa2b6FB6183Ecce7eeFb971Fb21fF184,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,320211159966542600310697065953.854944180173305976,1642809554,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051982,59,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x8f3a39ccdfe65caacc2dfe92d8e9a3755e73c488746b8d80951626b5828e2d2e,55,3.32e-16,3105564000000,18282509457063630542545313272731.241210528414607244,8.656859368293112,0x12d7f0b0b6068ea382C9510f39a620Ee52C43e8f,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,318282509457063630542545313272.731241210528414607,1642809577,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,2,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7aa19a866a3efff6997dabdd26fdaf8034b12f59d5751bd721dbc52f891fb55,21,3.33e-16,3023844000000,1585541473257523910638362497010205.458828657531495321,795,0x1376964f72a7e02896795e0eaF0527D6d5529478,0xe0400cd8F2F669889c48e21f2ff5381d2962BB61,1885541473257523910638362497010.205458828657531495,1642809600,0xB70CB7680201e19683ecdd3f4926B17BcD48D5D1
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,2,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7aa19a866a3efff6997dabdd26fdaf8034b12f59d5751bd721dbc52f891fb55,26,3.34e-16,3023844000000,520374310660914514969355185277854.940288775041109913,264.25,0x0f15d7Cd1e833daC2fa3b4a284aC6fd46e5F4f88,0xe0400cd8F2F669889c48e21f2ff5381d2962BB61,820374310660914514969355185277.854940288775041109,1642809600,0xB70CB7680201e19683ecdd3f4926B17BcD48D5D1
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,2,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7aa19a866a3efff6997dabdd26fdaf8034b12f59d5751bd721dbc52f891fb55,31,3.35e-16,3023844000000,469025061799030168419563801444329.258219943263845753,233.85130037674193,0x732A7650b8B70b16d6D672018142dF6ED5cFB5AA,0xe0400cd8F2F669889c48e21f2ff5381d2962BB61,769025061799030168419563801444.329258219943263845,1642809600,0xB70CB7680201e19683ecdd3f4926B17BcD48D5D1
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,2,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7aa19a866a3efff6997dabdd26fdaf8034b12f59d5751bd721dbc52f891fb55,36,3.36e-16,3023844000000,192661023700992556997543213859559.062905819510185147,95.9539056162812,0xfA1f93EF1751b840B40E97cb4334A31552c2deA0,0xe0400cd8F2F669889c48e21f2ff5381d2962BB61,492661023700992556997543213859.559062905819510185,1642809600,0xB70CB7680201e19683ecdd3f4926B17BcD48D5D1
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,2,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7aa19a866a3efff6997dabdd26fdaf8034b12f59d5751bd721dbc52f891fb55,41,3.37e-16,3023844000000,1607572441843895964160158254313613.346508149120305438,810,0x300D0cB446D54Cae07824f337441899250840875,0xe0400cd8F2F669889c48e21f2ff5381d2962BB61,1907572441843895964160158254313.613346508149120305,1642809600,0xB70CB7680201e19683ecdd3f4926B17BcD48D5D1
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,2,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7aa19a866a3efff6997dabdd26fdaf8034b12f59d5751bd721dbc52f891fb55,46,3.38e-16,3023844000000,129908705195241168762910753159840.323018397343197418,65.00000439365193,0xa7054480b3a214AA37a5619286a57489ac9091aC,0xe0400cd8F2F669889c48e21f2ff5381d2962BB61,429908705195241168762910753159.840323018397343197,1642809600,0xB70CB7680201e19683ecdd3f4926B17BcD48D5D1
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,2,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7aa19a866a3efff6997dabdd26fdaf8034b12f59d5751bd721dbc52f891fb55,51,3.39e-16,3023844000000,194850702021324618590362688635177.11000523375039521,98.95995153544499,0xb5098b7F33aE3330aB0ea195C549b7B321C71265,0xe0400cd8F2F669889c48e21f2ff5381d2962BB61,494850702021324618590362688635.177110005233750395,1642809600,0xB70CB7680201e19683ecdd3f4926B17BcD48D5D1
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051985,5,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x3b0aafc6de0b9f9d6e3a10c4066eee5c6c807abf4aacd593dd08c377365aeab6,82,3.4e-16,3023844000000,24244835234240372329777671745513.482455824737167713,11.978810443218492,0xb60103f00471968051875349682BfD2291ADC398,0x8007281d6976969D19C30ff6e8DA5Bf61b7be5A3,324244835234240372329777671745.513482455824737167,1642809600,0x1121e7f863CdeCc045c1c13aBf4F20B3dd0c658a
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051988,4,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x6ade9c8ba2f36b36c3b59ac0595e36108784012cdce53e77a46c906ca3972cc8,48,3.41e-16,3023844000000,19991662131262642818767023086813.005648608925840709,9.68532,0x986d88c46964b7505307a874eB6057E209a5ec5e,0x8007281d6976969D19C30ff6e8DA5Bf61b7be5A3,319991662131262642818767023086.81300564860892584,1642809615,0x55F8755D9b04F2995733949a03fD260841E1C75d
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051989,87,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x7c660e39e423cc292769e0e409351c640c42b4c061459feea4f74fc08ab63912,113,3.42e-16,3023844000000,11426870485814925206263275143037.931810658006192495,5.566261682243,0xBFfFF37e87A414229808B6F8fdCAebb7bE2Cb8DB,0x8007281d6976969D19C30ff6e8DA5Bf61b7be5A3,311426870485814925206263275143.037931810658006192,1642809622,0x1121e7f863CdeCc045c1c13aBf4F20B3dd0c658a
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051989,118,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x1a31d5f03daf0b16e2b621d4167d3ee1ed5c495aea8b7d9a82b9df5a7a6782ca,176,3.43e-16,3023844000000,17536512896223573511691491123086.866723790211498763,8.651684974078758,0xca9E570C99966A01b19624E375185Edb7317C742,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,317536512896223573511691491123.086866723790211498,1642809622,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051991,120,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x157d6ec1a31ec483e9251d60588870361c770df6427e2f24a6f1f62b684de612,81,3.44e-16,3023844000000,16982174094770263803399815666213.50549761679292435,8.07,0x1e457A4f51a308549E815F9a2FF4de4F38faE9ee,0x8007281d6976969D19C30ff6e8DA5Bf61b7be5A3,316982174094770263803399815666.213505497616792924,1642809675,0x1121e7f863CdeCc045c1c13aBf4F20B3dd0c658a
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051992,209,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x96334d22bc569a58603af8982b6434eba1bfe1d1e7fc352a39660f00d61a786f,347,3.45e-16,3023844000000,17471523578417684246771342911092.344852603182840776,8.857898971349293,0x7E373237A4a583d111E0b4F84DFc5674062f8610,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,317471523578417684246771342911.09234485260318284,1642809678,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14051997,268,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xa00288fc9eba8c9e2d6546f90f7322869354a3b7304361a16a9e21fd3b16b6ab,372,3.46e-16,3023844000000,11650101652977712007454042517351.065755475772551896,5.9,0x4EC1DF16251371186e4607e11FB517E6022a803a,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,311650101652977712007454042517.351065755475772551,1642809760,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,14052003,194,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x3e1b73916fe8b0071978b08edc4d570601818e4f22be7fcd060685d0e20e0358,237,3.47e-16,3023844000000,11337050285503715001543496422222.407733614698195438,5.46,0x539D6B6a516ce449550fD29444F37e6da743D7CF,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604,311337050285503715001543496422.222407733614698195,1642809845,0xB8bBf36ba36fc78F3F137C514Af33709fFFBa604
