event_ilk,event_symb,blockNumber,transactionIndex,address,transactionHash,logIndex,event_id,event_max,event_price,event_owe,event_tab,event_lot,event_usr,timestamp,from
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465098,9,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x9cb7f1275ca15578c4ba57b8468eba8ac94714d4a0e65a409e7e619ddd1384c5,42,1.7e-17,2032604023960.1045,2032604023960.1045,1723604105496487745569805939948167.520142454546865511,163868854608528298525725811920184.958889019192520237,0,0xC9c341c5689BAA5088d20012635f5Eb932F0C209,1621430954,0x5C69eb3eFcA25e5f646f7f359E6350A77b9BE305
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465102,17,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x6c38f8964af0e94b8d5adc06bdcdf7bd298c39bc465b891b7d5d37e709a9bb44,64,1.8e-17,2032604023960.1045,2032604023960.1045,5284770462296271768286505948692.2,367483688430449222821531514593.813106880671568178,0,0x698933d76E731D13e2ec127a01df83f95D8d8AC7,1621430981,0x045bF24164B9Dd5949bCD780f679FB60EffE7637
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465105,12,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x7fae2b38fb32009dde9bee9f915b6788f06d01b6134dde0845d5a0b18f6897f9,24,1.9e-17,2032604023960.1045,2032604023960.1045,24899399293511280446734499181338.25,1900587550495425816901426343138.093277823458752387,0,0xBea422038DE0e77E6003b204d62F765cb0069122,1621431013,0xa49804725FBd8dA1bA52fd02f3C79A8CfCd70dFf
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465113,24,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x9ba3e4b54f8479fbee6c814a3c9fabc33dd38284b05bc287ba1875efe59fb3ee,124,2.5e-17,2032604023960.1045,2032604023960.1045,140292058149520014629680553435792.83742161287410586,12599040817742371191198047874984.331968749022905651,0,0x791826D52A881241120170dee46DF7eBbEc75be7,1621431172,0xf168041fc1C22292AF049B037743BF3e97136B8E
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465118,25,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x7b251c744fcbd54f466c39ca662caa428b17d041bdadf8c3e924e0242ae4e92c,123,2.3e-17,2012277983720.5034,2012277983720.5034,8880735973219241965583412168454.964129687154207368,727266395170732367233462843197.121493064442689497,0,0x82FC9B8B5A359d74573F44310824cfe951036e6b,1621431207,0x919eF9d63Dce0F1236613c594Bb932c2354840aE
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465146,11,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xe7ade373a869292ea7b0ebf2007b89e3f5c13e185f06e5807123e18244a620b7,40,2.4e-17,1932986202172.7605,1932986202172.7605,4931308957034551722347862472176.927837876227014508,733093865332237298248108498723.551909162652904978,0,0x59Cc0522a521DF4fe9a939DD93151e2f26e903Aa,1621431554,0x79636263EE08003350E0af73f625806B13bEf075
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465256,130,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x5de99c44eb29e1ca5aa6807a59a9858c1841ace5880acf72383205959fd046b9,81,2.6e-17,2424833112497.614,2424833112497.614,127630154638679843159019889074939.812772428156752891,0,8.954607093643403,0x9EC619003a515FD3F06977509fbEBb1477AefBC8,1621433031,0x0b86Be722d1333B1fF9f2627E88e66582CAeB622
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465280,262,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x54303343846846320c12796b1ef171cb192ef55aa2e74a1cb984917af711ba88,187,2.7e-17,2352813144223.322,2352813144223.322,5984780143438540908671016527865.65205608019127194,157552243001479736534073257300913.433453494747083652,77.45633002853096,0x6b076660afd8c7DAdFB0A09519a53207F23cb489,1621433376,0x00aBe7471ec9b6953A3BD0ed3C06c46F29Aa4280
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465283,93,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x168c5d3473b80f861e1294fc305c62039c23a6bcdf9adc6985a706d6c439b3a6,174,2.7e-17,2352813144223.322,2352813144223.322,157552243001479736534073257300913.433453494747083652,0,10.49298302908672,0x6b076660afd8c7DAdFB0A09519a53207F23cb489,1621433424,0x00aBe7471ec9b6953A3BD0ed3C06c46F29Aa4280
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465323,0,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x707ee8c145afa04f23a6cb63255c950da222cfe94182cb94772e7460499d04ff,3,3.1e-17,2376578933558.911,2376578933558.911,1663605253491237762696991363129900.0,113901821391727410795579004135492.395470692860860492,145.6097432220472,0xb5098b7F33aE3330aB0ea195C549b7B321C71265,1621434119,0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465323,1,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xbe57fa6c5c7b64f98f50f203697f709e14b6034105b3d5260428f21f7569660e,8,2.8e-17,2305992162653.278,2305992162653.278,76619209560502308057623358462391.348810897342134153,0,2.7262638485465898,0x9c14ACfa9505062891b1bdDFB15c7F228e5A2626,1621434119,0xf168041fc1C22292AF049B037743BF3e97136B8E
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465328,6,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xf076e2ca4744e8754582dae84d006a06a130a094f4cb572cc5e1d8854bbb3f70,41,2.9e-17,2305992162653.278,2305992162653.278,291289729042648405810827991285682.815273648148761903,0,11.681388098262213,0x3680f770e487d51d50803FA4B785a8771cace07d,1621434170,0x919eF9d63Dce0F1236613c594Bb932c2354840aE
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465333,16,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xba63b9a4e2dacb27c9acae75b80d653fd94f45e4c82ad6d068fcaa6599262562,58,3e-17,2372345906748.24,2329285012781.089,425191136972588681591823081678988.854187158673671202,0,24.933515853519843,0x9EF63945F3d171153150B73045bB193EBd04193e,1621434246,0x45A2F2170e050153393a6f935D5c7e84c35F07f6
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465346,124,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x60cdc764f70fe47763e6c06e8f4ef48aa58e81cb5d3a1a562a6dd5e2374a4bec,139,3.2e-17,2329285012781.089,2329285012781.089,13571318950470359284293846346104.956128523460510455,0,0.673611698009143,0x6a0beC7f7FAAB7ff1734A6925EE439414b514D4d,1621434362,0x045bF24164B9Dd5949bCD780f679FB60EffE7637
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465348,0,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x4d2f26345b8640fb329e79a78b567bd39c79abf94b9ebf49837e6eed9237ab66,4,3.5e-17,2376578933558.911,2376578933558.911,368152339948961166764484727735936.610599182692521593,0,20.09592834406862,0x9fb4eEAD763E9AFDbE07bb82fa6372b2963175C2,1621434382,0x79636263EE08003350E0af73f625806B13bEf075
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465354,28,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x1dd77149b4890af9cc97457e5b1ad1934cf7f5cba9ef31f1412f4dabd6d0a83a,89,3.3e-17,2329285012781.089,2329285012781.089,16899927045989859440160825933691.321169744124212992,0,0.7445860196335917,0x35a9638e06E4815e4DFF71Df2f6FC4c4369B4F8E,1621434467,0x00aBe7471ec9b6953A3BD0ed3C06c46F29Aa4280
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465354,33,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xae28340bc352bd7c6cd01fc2a93f62c8534862cef297f78bbfc7c72c01022041,104,3.1e-17,2282932241026.745,2282932241026.745,34953391208768238532710368611796.613906374578964404,78948430182959172262868635523695.781564318281896088,130.29899917953108,0xb5098b7F33aE3330aB0ea195C549b7B321C71265,1621434467,0xF3d18dB1B4900bAd51b6106F757515d1650A5894
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465354,42,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xeaeac7eb5c7a4eee9055cbbef339aa9e48724cdc47d91f5534bd1d33b0073c0d,117,3.1e-17,2282932241026.745,2282932241026.745,78948430182959172262868635523695.781564318281896088,0,95.71696964568373,0xb5098b7F33aE3330aB0ea195C549b7B321C71265,1621434467,0xEE17C9e5BE6fB3c22787380C3f86a2f6C1977F57
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465360,9,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xf2978729d368c8b18a604548babbbd92485249792825e85f6b6d0fddae47b2e8,29,3.4e-17,2329285012781.089,2305992162653.278,46460663579121878379468257401360.727191105513765273,0,2.0522023051179095,0x78fC3941D6F9D8AFbD1aE14aFb27C302063eB89a,1621434573,0x4Efaf884B0F9B5261618F52d11BaA7E698a3546f
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465363,13,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x8062b12aa056e9a35cce6c733a71f6ca3f057cc441753e1ab60b732ad4e33595,51,3.6e-17,2352813144223.322,2352813144223.322,37913437645834083218628944456759.227621401065020872,0,2.2709121732977477,0x0d57CC84265c3702D674D831d5Ad284367946353,1621434583,0x919eF9d63Dce0F1236613c594Bb932c2354840aE
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465496,5,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xc270faa4671c74c61dfefad277c29f6de02493b8d5bca2a7c383e7781ed8d349,30,3.9e-17,2451102880882.522,2451102880882.522,191925173069677269401927604896138.317105108750908648,0,16.66057145579793,0x281fe44d8aAAc8ADa2633AE7108b89c4DF6fc79e,1621436207,0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465498,5,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x2928c25cedffbb06e1ab51ed37d635932c56da8fd14be454f1662946dbd4ca6d,55,3.7e-17,2426591852073.697,2426591852073.697,347231297211175254771477163779611.225056352833862691,0,29.096493724186267,0x65C725845cF8e27F1f67488eA8538F7D454e5d98,1621436238,0xf168041fc1C22292AF049B037743BF3e97136B8E
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465500,145,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x09cabb574eb487d39f475967ad21ad587e8db84a74161479b2efee14979949a3,249,3.8e-17,2426591852073.697,2426591852073.697,42186561794650406842937204209431.153559661113605576,0,3.5148918456975085,0x17cfd9540D9C9DD629984D0b81a29a35E7891939,1621436261,0xea4cc6FD14dd8d53F16fa4A86AD5fb4E25c9F556
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465502,8,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x3ee5361ece9dbb3b909c05f70b66a474d6ed79234b7df520c5c608c2ebc8ca8e,42,4.1e-17,2475861495840.931,2475861495840.931,289911433545230038909865187950526.724325013229795482,0,27.08986844346651,0xC92DA42c32C565B90a21466CfAFdC030a3b34e54,1621436324,0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465502,9,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xc99c0422134a8e6dc30955dcf569555970bb406f898cd6433809ebc0a10d5312,47,4e-17,2426591852073.697,2426591852073.697,56506402104563272314910012583949.767615763802956184,0,4.71630339917185,0xE456f3586604247e14841c507C930BAcc51C481c,1621436324,0xea4cc6FD14dd8d53F16fa4A86AD5fb4E25c9F556
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465508,1,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x008000a695d8dddfb3e7eaaf7a1d67fff295dc22f8ae34acd45d2ca2f3192a63,18,4.4e-17,2500870197819.122,2500870197819.122,257444280261234030704644746434253.935981251940865753,0,27.058119815359596,0x5314570E0Ae9D479e3e4E96A2A80077981c12c3B,1621436392,0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465509,0,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x0dee36550ca9b458a9aec4b8862e43524437c6671b897498b047b27a4cd4059c,4,4.5e-17,2500870197819.122,2500870197819.122,310969106667059207384564946249128.788942967809800551,0,32.43563900987782,0xdc96078009E422b9c6DB916fFa6b8C8be5Ae3F09,1621436402,0x008Ca3a9C52e0F0d9Ee94d310D20d67399d44f6C
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465515,105,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xa790045c0ad5fb6c90eed1f6ffc8e41cefbfef2d0ae4b78b99a55dafbbb9976b,202,4.3e-17,2451102880882.522,2451102880882.522,48110064699070926126876145726944.153400664479587584,0,4.322074516207636,0x349ae607fb5bA1fd91eE4e98079021a5FCbFa471,1621436458,0x045bF24164B9Dd5949bCD780f679FB60EffE7637
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465515,149,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xce982346956c6446ac5d19aa18b34ecb6607873babe3f9550796c5668b92c268,369,4.2e-17,2451102880882.522,2451102880882.522,48161686704607046195628546090272.266639230083429277,0,4.663884647910314,0xc409cEE85Ce171DCa6EaEDbA65c9aD68090e3e96,1621436458,0xa49804725FBd8dA1bA52fd02f3C79A8CfCd70dFf
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465521,6,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0xf71705807ff373563b644594b3cc777d725f318bcd07823a1c0378d66a302a68,21,4.6e-17,2451102880882.522,2451102880882.522,21071331717765391138647768017143.128124987716518993,0,1.918178262801719,0x9dC1353b574224b8d05C8299099C3B9cEe576B29,1621436562,0x4Efaf884B0F9B5261618F52d11BaA7E698a3546f
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465532,164,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x27d32345ac9921ff4df92a70540ae6351921966aea95cb47ea63272afe979e3a,259,5.1e-17,2551650000000,2551647992877.3823,59639999999999999999496213277051.59048022814624853,151468379020679392310401260326625.392616775902914095,81.00687009866648,0x360b2BeD7bc3003271060C7F85bf9c9F052E6067,1621436692,0x121667B6690F5040C672c3Df912A5aAF8735Ca23
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465544,5,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x4d50c00bb4d33469ddf7ff7f3dccae4e85df4699f0dfba7a20638443d7a973c1,24,4.9e-17,2475861495840.931,2475861495840.931,660499223817534719389865010101037.68235978464137327,0,58.22448572867567,0x38821f50825679e1F87346563Ea83547E0D4859D,1621436896,0x919eF9d63Dce0F1236613c594Bb932c2354840aE
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465545,45,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x1acd8a489cfdb4c598a7b8dd212a52fcce7f32ef665a9875351ae857917376af,77,5e-17,2475861495840.931,2475861495840.931,22748981478827608475933629661860.025097255599548302,0,2.1498144175106484,0xC59E18Ca535d11275E0D70a3D077e4D09C295A07,1621436910,0x79636263EE08003350E0af73f625806B13bEf075
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465545,63,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x8e2aa6881dfd50f1a83195ff3385f2a607fa5667c0b271ab5a05569199dc7480,123,4.8e-17,2475861495840.931,2475861495840.931,67958782351687398911778301638633.707030881695760317,0,6.816460384255029,0xA1679EE3F5ef157cD72B9ece08a78136c4eb3993,1621436910,0x5C69eb3eFcA25e5f646f7f359E6350A77b9BE305
0x4554482d41000000000000000000000000000000000000000000000000000000,WETH,12465545,65,0xc67963a226eddd77B91aD8c421630A1b0AdFF270,0x6db67e0f7f7133ff6420c3cc9fe61e0518c4f1d4da5b315825a7ebeb03b6d01b,129,4.7e-17,2475861495840.931,2451102880882.522,66697787135565000294154031294024.440297771904956666,0,5.53866274615515,0x44Cf094C421F4055b52e0c84b4a0956239A59791,1621436910,0xa49804725FBd8dA1bA52fd02f3C79A8CfCd70dFf
